"userid","variant","age","install_source","device_linked","week","hit_streak","claimed_reward","exercise_mins","days_exercised"
748,"Increased Rewards",28,"referred","Applewatch",2021-03-08,1,0,297,6
748,"Increased Rewards",28,"referred","Applewatch",2021-03-15,1,0,220,4
748,"Increased Rewards",28,"referred","Applewatch",2021-03-22,1,0,150,3
656,"Control",33,"organic","Applewatch",2021-03-01,0,0,67,1
656,"Control",33,"organic","Applewatch",2021-03-08,1,0,150,3
656,"Control",33,"organic","Applewatch",2021-03-15,0,0,25,0
656,"Control",33,"organic","Applewatch",2021-03-22,1,0,615,7
439,"Increased Rewards",44,"referred","Applewatch",2021-03-01,1,0,383,7
439,"Increased Rewards",44,"referred","Applewatch",2021-03-08,1,0,355,7
439,"Increased Rewards",44,"referred","Applewatch",2021-03-15,1,0,376,7
439,"Increased Rewards",44,"referred","Applewatch",2021-03-22,1,0,179,4
699,"Increased Rewards",33,"referred","Applewatch",2021-03-01,1,0,430,7
699,"Increased Rewards",33,"referred","Applewatch",2021-03-08,0,0,54,1
699,"Increased Rewards",33,"referred","Applewatch",2021-03-15,1,0,410,7
699,"Increased Rewards",33,"referred","Applewatch",2021-03-22,1,1,158,3
307,"Increased Rewards",45,"referred","Applewatch",2021-03-01,1,0,330,7
307,"Increased Rewards",45,"referred","Applewatch",2021-03-08,1,0,583,7
307,"Increased Rewards",45,"referred","Applewatch",2021-03-15,1,0,478,7
307,"Increased Rewards",45,"referred","Applewatch",2021-03-22,1,1,525,7
496,"Control",33,"organic","Applewatch",2021-03-01,1,0,150,3
496,"Control",33,"organic","Applewatch",2021-03-08,0,0,101,2
496,"Control",33,"organic","Applewatch",2021-03-15,1,0,568,7
496,"Control",33,"organic","Applewatch",2021-03-22,1,0,194,4
983,"Control",29,"organic","Applewatch",2021-03-01,1,1,251,5
983,"Control",29,"organic","Applewatch",2021-03-08,1,0,565,7
983,"Control",29,"organic","Applewatch",2021-03-15,0,0,67,1
983,"Control",29,"organic","Applewatch",2021-03-22,1,0,508,7
194,"Increased Rewards",7,"referred","Applewatch",2021-03-01,1,0,346,7
194,"Increased Rewards",7,"referred","Applewatch",2021-03-08,1,0,538,7
194,"Increased Rewards",7,"referred","Applewatch",2021-03-15,1,0,559,7
194,"Increased Rewards",7,"referred","Applewatch",2021-03-22,1,0,607,7
82,"Increased Rewards",17,"organic","Applewatch",2021-03-01,1,0,628,7
82,"Increased Rewards",17,"organic","Applewatch",2021-03-08,1,0,389,7
82,"Increased Rewards",17,"organic","Applewatch",2021-03-15,1,0,685,7
82,"Increased Rewards",17,"organic","Applewatch",2021-03-22,1,0,478,7
945,"Increased Rewards",26,"organic","FitBit",2021-03-01,1,1,469,7
945,"Increased Rewards",26,"organic","FitBit",2021-03-08,1,0,558,7
945,"Increased Rewards",26,"organic","FitBit",2021-03-15,1,0,214,4
945,"Increased Rewards",26,"organic","FitBit",2021-03-22,1,0,502,7
62,"Increased Rewards",35,"organic","Applewatch",2021-03-01,1,0,477,7
62,"Increased Rewards",35,"organic","Applewatch",2021-03-08,1,0,592,7
62,"Increased Rewards",35,"organic","Applewatch",2021-03-15,1,0,294,6
62,"Increased Rewards",35,"organic","Applewatch",2021-03-22,1,0,150,3
572,"Control",26,"referred","Applewatch",2021-03-01,1,0,177,4
572,"Control",26,"referred","Applewatch",2021-03-08,1,0,235,5
572,"Control",26,"referred","Applewatch",2021-03-15,0,0,161,3
572,"Control",26,"referred","Applewatch",2021-03-22,1,1,236,5
586,"Increased Rewards",34,"referred","Applewatch",2021-03-01,1,0,541,7
586,"Increased Rewards",34,"referred","Applewatch",2021-03-08,1,0,605,7
586,"Increased Rewards",34,"referred","Applewatch",2021-03-15,1,0,755,7
586,"Increased Rewards",34,"referred","Applewatch",2021-03-22,1,0,151,3
107,"Control",18,"referred","Applewatch",2021-03-01,1,0,280,6
107,"Control",18,"referred","Applewatch",2021-03-08,0,0,101,2
107,"Control",18,"referred","Applewatch",2021-03-15,0,0,14,0
107,"Control",18,"referred","Applewatch",2021-03-22,1,0,395,7
998,"Increased Rewards",26,"organic","Applewatch",2021-03-01,1,1,287,6
998,"Increased Rewards",26,"organic","Applewatch",2021-03-08,1,0,160,3
998,"Increased Rewards",26,"organic","Applewatch",2021-03-15,1,0,473,7
998,"Increased Rewards",26,"organic","Applewatch",2021-03-22,1,0,460,7
146,"Increased Rewards",31,"referred","Applewatch",2021-03-01,1,0,451,7
146,"Increased Rewards",31,"referred","Applewatch",2021-03-08,1,0,235,5
146,"Increased Rewards",31,"referred","Applewatch",2021-03-15,1,0,311,6
146,"Increased Rewards",31,"referred","Applewatch",2021-03-22,1,0,546,7
511,"Increased Rewards",25,"organic","Applewatch",2021-03-01,1,1,150,3
511,"Increased Rewards",25,"organic","Applewatch",2021-03-08,1,0,186,4
511,"Increased Rewards",25,"organic","Applewatch",2021-03-15,1,0,534,7
511,"Increased Rewards",25,"organic","Applewatch",2021-03-22,1,0,730,7
410,"Control",30,"organic","Applewatch",2021-03-01,1,0,693,7
410,"Control",30,"organic","Applewatch",2021-03-08,0,0,172,3
410,"Control",30,"organic","Applewatch",2021-03-15,0,0,12,0
410,"Control",30,"organic","Applewatch",2021-03-22,1,0,563,7
370,"Control",22,"referred","FitBit",2021-03-01,1,0,358,7
370,"Control",22,"referred","FitBit",2021-03-08,0,0,142,3
370,"Control",22,"referred","FitBit",2021-03-15,1,0,388,7
370,"Control",22,"referred","FitBit",2021-03-22,1,0,185,4
350,"Control",32,"referred","Applewatch",2021-03-01,1,0,469,7
350,"Control",32,"referred","Applewatch",2021-03-08,1,0,348,7
350,"Control",32,"referred","Applewatch",2021-03-15,0,0,47,1
350,"Control",32,"referred","Applewatch",2021-03-22,1,0,177,4
866,"Increased Rewards",28,"referred","Applewatch",2021-03-01,1,0,532,7
866,"Increased Rewards",28,"referred","Applewatch",2021-03-08,1,0,522,7
866,"Increased Rewards",28,"referred","Applewatch",2021-03-15,1,0,277,6
866,"Increased Rewards",28,"referred","Applewatch",2021-03-22,1,1,624,7
521,"Control",28,"organic","Applewatch",2021-03-01,0,0,89,2
521,"Control",28,"organic","Applewatch",2021-03-08,1,1,601,7
521,"Control",28,"organic","Applewatch",2021-03-15,1,0,408,7
521,"Control",28,"organic","Applewatch",2021-03-22,1,0,243,5
786,"Increased Rewards",10,"referred","FitBit",2021-03-01,1,1,201,4
786,"Increased Rewards",10,"referred","FitBit",2021-03-08,1,0,245,5
786,"Increased Rewards",10,"referred","FitBit",2021-03-15,1,1,510,7
786,"Increased Rewards",10,"referred","FitBit",2021-03-22,1,0,150,3
584,"Increased Rewards",22,"referred","Applewatch",2021-03-01,1,0,706,7
584,"Increased Rewards",22,"referred","Applewatch",2021-03-08,1,0,220,4
584,"Increased Rewards",22,"referred","Applewatch",2021-03-15,1,0,279,6
584,"Increased Rewards",22,"referred","Applewatch",2021-03-22,1,0,375,7
791,"Control",14,"referred","Applewatch",2021-03-01,1,0,531,7
791,"Control",14,"referred","Applewatch",2021-03-08,1,0,565,7
791,"Control",14,"referred","Applewatch",2021-03-15,1,0,237,5
791,"Control",14,"referred","Applewatch",2021-03-22,1,0,223,4
829,"Increased Rewards",13,"organic","Applewatch",2021-03-01,1,0,150,3
829,"Increased Rewards",13,"organic","Applewatch",2021-03-08,1,0,150,3
829,"Increased Rewards",13,"organic","Applewatch",2021-03-15,1,1,366,7
829,"Increased Rewards",13,"organic","Applewatch",2021-03-22,1,0,150,3
921,"Increased Rewards",24,"referred","Applewatch",2021-03-01,1,0,189,4
921,"Increased Rewards",24,"referred","Applewatch",2021-03-08,1,0,150,3
921,"Increased Rewards",24,"referred","Applewatch",2021-03-15,0,0,86,2
921,"Increased Rewards",24,"referred","Applewatch",2021-03-22,1,1,590,7
985,"Control",27,"referred","Applewatch",2021-03-01,1,0,569,7
985,"Control",27,"referred","Applewatch",2021-03-08,1,0,437,7
985,"Control",27,"referred","Applewatch",2021-03-15,1,0,220,4
985,"Control",27,"referred","Applewatch",2021-03-22,1,0,326,7
967,"Increased Rewards",31,"referred","Applewatch",2021-03-01,1,0,150,3
967,"Increased Rewards",31,"referred","Applewatch",2021-03-08,1,0,150,3
967,"Increased Rewards",31,"referred","Applewatch",2021-03-15,1,1,524,7
967,"Increased Rewards",31,"referred","Applewatch",2021-03-22,1,0,366,7
868,"Control",39,"referred","Applewatch",2021-03-01,1,0,595,7
868,"Control",39,"referred","Applewatch",2021-03-08,1,0,562,7
868,"Control",39,"referred","Applewatch",2021-03-15,1,0,173,3
868,"Control",39,"referred","Applewatch",2021-03-22,1,0,150,3
482,"Increased Rewards",33,"referred","Garmin",2021-03-01,1,1,545,7
482,"Increased Rewards",33,"referred","Garmin",2021-03-08,1,1,150,3
482,"Increased Rewards",33,"referred","Garmin",2021-03-15,0,0,116,2
482,"Increased Rewards",33,"referred","Garmin",2021-03-22,1,0,150,3
963,"Increased Rewards",38,"referred","Applewatch",2021-03-01,1,0,150,3
963,"Increased Rewards",38,"referred","Applewatch",2021-03-08,1,0,428,7
963,"Increased Rewards",38,"referred","Applewatch",2021-03-15,1,0,242,5
963,"Increased Rewards",38,"referred","Applewatch",2021-03-22,1,0,392,7
103,"Increased Rewards",24,"referred","Applewatch",2021-03-01,1,1,433,7
103,"Increased Rewards",24,"referred","Applewatch",2021-03-08,1,1,154,3
103,"Increased Rewards",24,"referred","Applewatch",2021-03-15,1,0,251,5
103,"Increased Rewards",24,"referred","Applewatch",2021-03-22,1,0,402,7
387,"Increased Rewards",26,"referred","Applewatch",2021-03-01,1,0,429,7
387,"Increased Rewards",26,"referred","Applewatch",2021-03-08,1,1,395,7
387,"Increased Rewards",26,"referred","Applewatch",2021-03-15,1,1,235,5
387,"Increased Rewards",26,"referred","Applewatch",2021-03-22,1,0,157,3
952,"Increased Rewards",39,"referred","Applewatch",2021-03-01,1,0,478,7
952,"Increased Rewards",39,"referred","Applewatch",2021-03-08,1,1,331,7
952,"Increased Rewards",39,"referred","Applewatch",2021-03-15,1,0,309,6
952,"Increased Rewards",39,"referred","Applewatch",2021-03-22,1,1,325,6
914,"Increased Rewards",29,"referred","Applewatch",2021-03-01,1,0,150,3
914,"Increased Rewards",29,"referred","Applewatch",2021-03-08,1,0,419,7
914,"Increased Rewards",29,"referred","Applewatch",2021-03-15,1,1,150,3
914,"Increased Rewards",29,"referred","Applewatch",2021-03-22,1,0,150,3
631,"Control",12,"referred","Applewatch",2021-03-01,1,0,255,5
631,"Control",12,"referred","Applewatch",2021-03-08,1,1,429,7
631,"Control",12,"referred","Applewatch",2021-03-15,1,0,627,7
631,"Control",12,"referred","Applewatch",2021-03-22,1,1,150,3
486,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,0,702,7
486,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,1,150,3
486,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,267,5
486,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,0,321,6
855,"Control",38,"organic","Applewatch",2021-03-01,0,0,121,2
855,"Control",38,"organic","Applewatch",2021-03-08,0,0,128,3
855,"Control",38,"organic","Applewatch",2021-03-15,0,0,92,2
855,"Control",38,"organic","Applewatch",2021-03-22,1,0,303,6
9,"Control",23,"referred","Applewatch",2021-03-01,0,0,137,3
9,"Control",23,"referred","Applewatch",2021-03-08,1,0,325,6
9,"Control",23,"referred","Applewatch",2021-03-15,0,0,53,1
9,"Control",23,"referred","Applewatch",2021-03-22,1,0,735,7
296,"Increased Rewards",32,"referred","Applewatch",2021-03-01,1,0,585,7
296,"Increased Rewards",32,"referred","Applewatch",2021-03-08,1,0,450,7
296,"Increased Rewards",32,"referred","Applewatch",2021-03-15,1,1,565,7
296,"Increased Rewards",32,"referred","Applewatch",2021-03-22,1,0,558,7
145,"Increased Rewards",29,"organic","Applewatch",2021-03-01,1,0,177,4
145,"Increased Rewards",29,"organic","Applewatch",2021-03-08,1,0,607,7
145,"Increased Rewards",29,"organic","Applewatch",2021-03-15,1,1,559,7
145,"Increased Rewards",29,"organic","Applewatch",2021-03-22,1,0,796,7
796,"Increased Rewards",24,"referred","Applewatch",2021-03-01,1,0,565,7
796,"Increased Rewards",24,"referred","Applewatch",2021-03-08,1,1,554,7
796,"Increased Rewards",24,"referred","Applewatch",2021-03-15,1,0,150,3
796,"Increased Rewards",24,"referred","Applewatch",2021-03-22,1,1,560,7
514,"Increased Rewards",25,"referred","Applewatch",2021-03-01,1,0,380,7
514,"Increased Rewards",25,"referred","Applewatch",2021-03-08,0,0,58,1
514,"Increased Rewards",25,"referred","Applewatch",2021-03-15,0,0,120,2
514,"Increased Rewards",25,"referred","Applewatch",2021-03-22,1,0,601,7
756,"Increased Rewards",32,"organic","Applewatch",2021-03-01,1,1,501,7
756,"Increased Rewards",32,"organic","Applewatch",2021-03-08,1,0,245,5
756,"Increased Rewards",32,"organic","Applewatch",2021-03-15,1,0,459,7
756,"Increased Rewards",32,"organic","Applewatch",2021-03-22,1,1,355,7
946,"Increased Rewards",31,"referred","Applewatch",2021-03-01,1,0,252,5
946,"Increased Rewards",31,"referred","Applewatch",2021-03-08,0,0,56,1
946,"Increased Rewards",31,"referred","Applewatch",2021-03-15,1,0,641,7
946,"Increased Rewards",31,"referred","Applewatch",2021-03-22,1,0,440,7
772,"Control",40,"referred","Applewatch",2021-03-01,1,0,294,6
772,"Control",40,"referred","Applewatch",2021-03-08,1,1,441,7
772,"Control",40,"referred","Applewatch",2021-03-15,1,0,447,7
772,"Control",40,"referred","Applewatch",2021-03-22,1,1,263,5
25,"Increased Rewards",27,"organic","Applewatch",2021-03-01,1,1,211,4
25,"Increased Rewards",27,"organic","Applewatch",2021-03-08,0,0,82,2
25,"Increased Rewards",27,"organic","Applewatch",2021-03-15,1,1,224,4
25,"Increased Rewards",27,"organic","Applewatch",2021-03-22,1,0,500,7
701,"Increased Rewards",20,"referred","Applewatch",2021-03-01,1,0,280,6
701,"Increased Rewards",20,"referred","Applewatch",2021-03-08,1,1,448,7
701,"Increased Rewards",20,"referred","Applewatch",2021-03-15,1,0,382,7
701,"Increased Rewards",20,"referred","Applewatch",2021-03-22,1,0,386,7
565,"Control",30,"referred","Applewatch",2021-03-01,1,0,461,7
565,"Control",30,"referred","Applewatch",2021-03-08,0,0,161,3
565,"Control",30,"referred","Applewatch",2021-03-15,0,0,96,2
565,"Control",30,"referred","Applewatch",2021-03-22,1,0,540,7
795,"Increased Rewards",35,"referred","Applewatch",2021-03-01,1,0,207,4
795,"Increased Rewards",35,"referred","Applewatch",2021-03-08,1,0,273,5
795,"Increased Rewards",35,"referred","Applewatch",2021-03-15,1,0,595,7
795,"Increased Rewards",35,"referred","Applewatch",2021-03-22,1,0,530,7
849,"Increased Rewards",51,"referred","Applewatch",2021-03-01,1,0,419,7
849,"Increased Rewards",51,"referred","Applewatch",2021-03-08,1,1,157,3
849,"Increased Rewards",51,"referred","Applewatch",2021-03-15,0,0,129,3
849,"Increased Rewards",51,"referred","Applewatch",2021-03-22,1,0,333,7
247,"Control",24,"referred","Applewatch",2021-03-01,1,0,506,7
247,"Control",24,"referred","Applewatch",2021-03-08,1,0,251,5
247,"Control",24,"referred","Applewatch",2021-03-15,1,0,150,3
247,"Control",24,"referred","Applewatch",2021-03-22,0,0,0,0
607,"Control",25,"referred","Applewatch",2021-03-01,1,0,187,4
607,"Control",25,"referred","Applewatch",2021-03-08,1,0,220,4
607,"Control",25,"referred","Applewatch",2021-03-15,0,0,25,0
607,"Control",25,"referred","Applewatch",2021-03-22,1,0,150,3
825,"Control",37,"referred","Applewatch",2021-03-01,1,0,853,7
825,"Control",37,"referred","Applewatch",2021-03-08,0,0,14,0
825,"Control",37,"referred","Applewatch",2021-03-15,0,0,166,3
825,"Control",37,"referred","Applewatch",2021-03-22,1,0,186,4
408,"Increased Rewards",41,"referred","Applewatch",2021-03-01,1,0,388,7
408,"Increased Rewards",41,"referred","Applewatch",2021-03-08,1,0,425,7
408,"Increased Rewards",41,"referred","Applewatch",2021-03-15,1,1,179,4
408,"Increased Rewards",41,"referred","Applewatch",2021-03-22,1,0,234,5
502,"Control",22,"referred","FitBit",2021-03-01,0,0,62,1
502,"Control",22,"referred","FitBit",2021-03-08,1,1,905,7
502,"Control",22,"referred","FitBit",2021-03-15,1,0,150,3
502,"Control",22,"referred","FitBit",2021-03-22,1,0,450,7
936,"Control",35,"referred","Applewatch",2021-03-01,1,0,610,7
936,"Control",35,"referred","Applewatch",2021-03-08,0,0,69,1
936,"Control",35,"referred","Applewatch",2021-03-15,0,0,147,3
936,"Control",35,"referred","Applewatch",2021-03-22,0,0,23,0
288,"Increased Rewards",23,"referred","Applewatch",2021-03-01,1,1,150,3
288,"Increased Rewards",23,"referred","Applewatch",2021-03-08,1,0,230,5
288,"Increased Rewards",23,"referred","Applewatch",2021-03-15,1,0,253,5
288,"Increased Rewards",23,"referred","Applewatch",2021-03-22,1,0,150,3
568,"Control",19,"referred","Applewatch",2021-03-01,1,1,584,7
568,"Control",19,"referred","Applewatch",2021-03-08,1,0,785,7
568,"Control",19,"referred","Applewatch",2021-03-15,1,1,265,5
568,"Control",19,"referred","Applewatch",2021-03-22,1,1,579,7
740,"Increased Rewards",35,"organic","Applewatch",2021-03-01,1,0,150,3
740,"Increased Rewards",35,"organic","Applewatch",2021-03-08,1,0,349,7
740,"Increased Rewards",35,"organic","Applewatch",2021-03-15,1,0,395,7
740,"Increased Rewards",35,"organic","Applewatch",2021-03-22,1,0,150,3
216,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-01,1,0,150,3
216,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-08,0,0,125,2
216,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-15,1,0,150,3
216,"Increased Rewards",30,"paid_ad","Applewatch",2021-03-22,1,0,551,7
183,"Increased Rewards",32,"organic","Applewatch",2021-03-01,0,0,16,0
183,"Increased Rewards",32,"organic","Applewatch",2021-03-08,1,0,498,7
183,"Increased Rewards",32,"organic","Applewatch",2021-03-15,0,0,52,1
183,"Increased Rewards",32,"organic","Applewatch",2021-03-22,0,0,111,2
531,"Control",23,"referred","Applewatch",2021-03-01,1,0,255,5
531,"Control",23,"referred","Applewatch",2021-03-08,0,0,0,0
531,"Control",23,"referred","Applewatch",2021-03-15,1,0,253,5
531,"Control",23,"referred","Applewatch",2021-03-22,1,0,419,7
929,"Increased Rewards",46,"organic","Applewatch",2021-03-01,0,0,155,3
929,"Increased Rewards",46,"organic","Applewatch",2021-03-08,1,0,575,7
929,"Increased Rewards",46,"organic","Applewatch",2021-03-15,1,0,449,7
929,"Increased Rewards",46,"organic","Applewatch",2021-03-22,1,1,221,4
924,"Increased Rewards",35,"referred","Garmin",2021-03-01,1,0,246,5
924,"Increased Rewards",35,"referred","Garmin",2021-03-08,1,0,493,7
924,"Increased Rewards",35,"referred","Garmin",2021-03-15,0,0,87,2
924,"Increased Rewards",35,"referred","Garmin",2021-03-22,1,0,184,4
472,"Increased Rewards",25,"organic","Applewatch",2021-03-01,1,1,439,7
472,"Increased Rewards",25,"organic","Applewatch",2021-03-08,1,1,380,7
472,"Increased Rewards",25,"organic","Applewatch",2021-03-15,1,0,657,7
472,"Increased Rewards",25,"organic","Applewatch",2021-03-22,1,1,238,5
245,"Increased Rewards",35,"referred","Applewatch",2021-03-01,1,1,168,3
245,"Increased Rewards",35,"referred","Applewatch",2021-03-08,0,0,28,1
245,"Increased Rewards",35,"referred","Applewatch",2021-03-15,1,0,440,7
245,"Increased Rewards",35,"referred","Applewatch",2021-03-22,1,0,426,7
154,"Control",17,"referred","Applewatch",2021-03-01,1,1,247,5
154,"Control",17,"referred","Applewatch",2021-03-08,1,0,183,4
154,"Control",17,"referred","Applewatch",2021-03-15,1,0,150,3
154,"Control",17,"referred","Applewatch",2021-03-22,0,0,60,1
675,"Increased Rewards",27,"referred","Applewatch",2021-03-01,1,0,347,7
675,"Increased Rewards",27,"referred","Applewatch",2021-03-08,1,0,593,7
675,"Increased Rewards",27,"referred","Applewatch",2021-03-15,1,0,710,7
675,"Increased Rewards",27,"referred","Applewatch",2021-03-22,1,0,297,6
693,"Increased Rewards",42,"referred","Applewatch",2021-03-01,1,0,489,7
693,"Increased Rewards",42,"referred","Applewatch",2021-03-08,1,0,367,7
693,"Increased Rewards",42,"referred","Applewatch",2021-03-15,1,0,150,3
693,"Increased Rewards",42,"referred","Applewatch",2021-03-22,1,0,402,7
144,"Increased Rewards",27,"referred","FitBit",2021-03-01,1,1,325,6
144,"Increased Rewards",27,"referred","FitBit",2021-03-08,1,0,602,7
144,"Increased Rewards",27,"referred","FitBit",2021-03-15,1,0,387,7
144,"Increased Rewards",27,"referred","FitBit",2021-03-22,1,0,468,7
735,"Increased Rewards",37,"referred","Applewatch",2021-03-01,1,0,567,7
735,"Increased Rewards",37,"referred","Applewatch",2021-03-08,1,0,743,7
735,"Increased Rewards",37,"referred","Applewatch",2021-03-15,1,0,206,4
735,"Increased Rewards",37,"referred","Applewatch",2021-03-22,0,0,90,2
973,"Control",26,"organic","Applewatch",2021-03-01,1,0,179,4
973,"Control",26,"organic","Applewatch",2021-03-08,1,0,150,3
973,"Control",26,"organic","Applewatch",2021-03-15,1,0,150,3
973,"Control",26,"organic","Applewatch",2021-03-22,1,1,508,7
293,"Control",7,"referred","Applewatch",2021-03-01,0,0,157,3
293,"Control",7,"referred","Applewatch",2021-03-08,1,0,210,4
293,"Control",7,"referred","Applewatch",2021-03-15,1,1,429,7
293,"Control",7,"referred","Applewatch",2021-03-22,1,1,263,5
728,"Increased Rewards",20,"organic","Applewatch",2021-03-01,1,1,408,7
728,"Increased Rewards",20,"organic","Applewatch",2021-03-08,1,1,255,5
728,"Increased Rewards",20,"organic","Applewatch",2021-03-15,1,0,469,7
728,"Increased Rewards",20,"organic","Applewatch",2021-03-22,1,0,501,7
731,"Control",31,"paid_ad","Applewatch",2021-03-01,1,1,747,7
731,"Control",31,"paid_ad","Applewatch",2021-03-08,1,0,597,7
731,"Control",31,"paid_ad","Applewatch",2021-03-15,1,0,150,3
731,"Control",31,"paid_ad","Applewatch",2021-03-22,0,0,5,0
353,"Increased Rewards",42,"organic","Applewatch",2021-03-01,1,0,263,5
353,"Increased Rewards",42,"organic","Applewatch",2021-03-08,1,0,342,7
353,"Increased Rewards",42,"organic","Applewatch",2021-03-15,1,0,371,7
353,"Increased Rewards",42,"organic","Applewatch",2021-03-22,1,0,192,4
22,"Increased Rewards",23,"referred","Applewatch",2021-03-01,0,0,0,0
22,"Increased Rewards",23,"referred","Applewatch",2021-03-08,1,0,767,7
22,"Increased Rewards",23,"referred","Applewatch",2021-03-15,0,0,140,3
22,"Increased Rewards",23,"referred","Applewatch",2021-03-22,0,0,0,0
622,"Control",31,"referred","Applewatch",2021-03-01,0,0,102,2
622,"Control",31,"referred","Applewatch",2021-03-08,1,1,478,7
622,"Control",31,"referred","Applewatch",2021-03-15,0,0,12,0
622,"Control",31,"referred","Applewatch",2021-03-22,1,0,332,7
909,"Increased Rewards",19,"referred","Applewatch",2021-03-01,1,0,264,5
909,"Increased Rewards",19,"referred","Applewatch",2021-03-08,1,0,385,7
909,"Increased Rewards",19,"referred","Applewatch",2021-03-15,1,0,491,7
909,"Increased Rewards",19,"referred","Applewatch",2021-03-22,1,0,150,3
830,"Increased Rewards",19,"referred","Applewatch",2021-03-01,1,0,364,7
830,"Increased Rewards",19,"referred","Applewatch",2021-03-08,1,0,404,7
830,"Increased Rewards",19,"referred","Applewatch",2021-03-15,1,1,529,7
830,"Increased Rewards",19,"referred","Applewatch",2021-03-22,1,0,197,4
875,"Increased Rewards",21,"referred","Applewatch",2021-03-01,1,0,150,3
875,"Increased Rewards",21,"referred","Applewatch",2021-03-08,1,1,202,4
875,"Increased Rewards",21,"referred","Applewatch",2021-03-15,1,0,578,7
875,"Increased Rewards",21,"referred","Applewatch",2021-03-22,0,0,125,2
454,"Control",42,"referred","Applewatch",2021-03-01,1,0,354,7
454,"Control",42,"referred","Applewatch",2021-03-08,1,0,290,6
454,"Control",42,"referred","Applewatch",2021-03-15,0,0,88,2
454,"Control",42,"referred","Applewatch",2021-03-22,0,0,0,0
157,"Control",38,"organic","Applewatch",2021-03-01,1,0,301,6
157,"Control",38,"organic","Applewatch",2021-03-08,0,0,89,2
157,"Control",38,"organic","Applewatch",2021-03-15,1,1,150,3
157,"Control",38,"organic","Applewatch",2021-03-22,0,0,94,2
759,"Control",34,"referred","Applewatch",2021-03-01,1,0,557,7
759,"Control",34,"referred","Applewatch",2021-03-08,1,0,470,7
759,"Control",34,"referred","Applewatch",2021-03-15,0,0,0,0
759,"Control",34,"referred","Applewatch",2021-03-22,1,0,348,7
253,"Increased Rewards",39,"organic","Applewatch",2021-03-01,1,0,520,7
253,"Increased Rewards",39,"organic","Applewatch",2021-03-08,1,0,458,7
253,"Increased Rewards",39,"organic","Applewatch",2021-03-15,1,0,257,5
253,"Increased Rewards",39,"organic","Applewatch",2021-03-22,1,0,545,7
86,"Increased Rewards",25,"organic","Applewatch",2021-03-01,1,1,580,7
86,"Increased Rewards",25,"organic","Applewatch",2021-03-08,1,1,567,7
86,"Increased Rewards",25,"organic","Applewatch",2021-03-15,1,0,192,4
86,"Increased Rewards",25,"organic","Applewatch",2021-03-22,1,1,504,7
453,"Increased Rewards",36,"organic","Applewatch",2021-03-01,1,0,467,7
453,"Increased Rewards",36,"organic","Applewatch",2021-03-08,1,0,399,7
453,"Increased Rewards",36,"organic","Applewatch",2021-03-15,1,0,452,7
453,"Increased Rewards",36,"organic","Applewatch",2021-03-22,1,0,416,7
984,"Control",31,"organic","Applewatch",2021-03-01,0,0,228,5
984,"Control",31,"organic","Applewatch",2021-03-08,1,0,460,7
984,"Control",31,"organic","Applewatch",2021-03-15,0,0,31,1
984,"Control",31,"organic","Applewatch",2021-03-22,1,0,580,7
827,"Increased Rewards",19,"referred","Applewatch",2021-03-01,1,0,474,7
827,"Increased Rewards",19,"referred","Applewatch",2021-03-08,1,0,331,7
827,"Increased Rewards",19,"referred","Applewatch",2021-03-15,1,0,413,7
827,"Increased Rewards",19,"referred","Applewatch",2021-03-22,1,0,150,3
35,"Increased Rewards",21,"referred","Applewatch",2021-03-01,1,0,164,3
35,"Increased Rewards",21,"referred","Applewatch",2021-03-08,1,0,1087,7
35,"Increased Rewards",21,"referred","Applewatch",2021-03-15,1,1,383,7
35,"Increased Rewards",21,"referred","Applewatch",2021-03-22,1,0,469,7
749,"Increased Rewards",29,"referred","Applewatch",2021-03-01,1,0,328,7
749,"Increased Rewards",29,"referred","Applewatch",2021-03-08,1,0,161,3
749,"Increased Rewards",29,"referred","Applewatch",2021-03-15,1,0,150,3
749,"Increased Rewards",29,"referred","Applewatch",2021-03-22,1,0,251,5
583,"Increased Rewards",31,"organic","Applewatch",2021-03-01,1,0,272,5
583,"Increased Rewards",31,"organic","Applewatch",2021-03-08,0,0,93,2
583,"Increased Rewards",31,"organic","Applewatch",2021-03-15,1,0,591,7
583,"Increased Rewards",31,"organic","Applewatch",2021-03-22,1,0,319,6
576,"Control",26,"referred","Applewatch",2021-03-01,0,0,194,4
576,"Control",26,"referred","Applewatch",2021-03-08,1,0,314,6
576,"Control",26,"referred","Applewatch",2021-03-15,1,0,527,7
576,"Control",26,"referred","Applewatch",2021-03-22,1,1,177,4
47,"Increased Rewards",19,"referred","Applewatch",2021-03-01,1,1,239,5
47,"Increased Rewards",19,"referred","Applewatch",2021-03-08,1,0,258,5
47,"Increased Rewards",19,"referred","Applewatch",2021-03-15,0,0,78,2
47,"Increased Rewards",19,"referred","Applewatch",2021-03-22,1,0,150,3
192,"Increased Rewards",9,"referred","Applewatch",2021-03-01,1,0,150,3
192,"Increased Rewards",9,"referred","Applewatch",2021-03-08,0,0,167,3
